RmsId;ScoringDate;CategoryGroup;Category;Score;TaggedCharacteristics;Status;SharePointLink;SharePointLinkTruncated
1733;20/09/2023;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1733_1/;https://c4.sharepoint.com/sites/imp_1733_1
1756;07/09/2023;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Seasonal industry with volatile working capital"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1756;07/09/2023;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1756;07/09/2023;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1756;07/09/2023;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Sales are not recurring in nature"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1756;07/09/2023;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""M&A not a big part of strategy"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1756;07/09/2023;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1756/;https://c4.sharepoint.com/sites/imp_1756
1099;15/09/2023;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1099/;https://c4.sharepoint.com/sites/imp_1099
1099;15/09/2023;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1099/;https://c4.sharepoint.com/sites/imp_1099
1099;15/09/2023;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Strong bargaining power"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1099/;https://c4.sharepoint.com/sites/imp_1099
1099;15/09/2023;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""M&A not a big part of strategy"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Recent change in management \/ high degree of key man risk"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1099/;https://c4.sharepoint.com/sites/imp_1099
1099;15/09/2023;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1099/;https://c4.sharepoint.com/sites/imp_1099
1314;21/09/2023;Industry/Company;Technology Risk;30.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1314/;https://c4.sharepoint.com/sites/imp_1314
1314;21/09/2023;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1314/;https://c4.sharepoint.com/sites/imp_1314
1314;21/09/2023;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Weak bargaining power"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Sales are not recurring in nature"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1314/;https://c4.sharepoint.com/sites/imp_1314
1314;21/09/2023;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1314/;https://c4.sharepoint.com/sites/imp_1314
1555;21/09/2023;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1555/;https://c4.sharepoint.com/sites/imp_1555
1555;21/09/2023;Company;Business Model;40.000.000.000;"[{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Weak bargaining power"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Sales are not recurring in nature"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1555/;https://c4.sharepoint.com/sites/imp_1555
1555;21/09/2023;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited scale \/ limited ability to withstand sustained period of competitive behaviour"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1555/;https://c4.sharepoint.com/sites/imp_1555
1058;29/10/2021;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Seasonal industry with volatile working capital"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1058/;https://c4.sharepoint.com/sites/imp_1058
1058;29/10/2021;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1058/;https://c4.sharepoint.com/sites/imp_1058
1058;29/10/2021;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1058/;https://c4.sharepoint.com/sites/imp_1058
1058;29/10/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1058/;https://c4.sharepoint.com/sites/imp_1058
1058;29/10/2021;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1058/;https://c4.sharepoint.com/sites/imp_1058
1106;14/06/2022;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Market pricing has not shown to be rational"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Industry/Company;Technology Risk;40.000.000.000;"[{""CharacteristicText"":""Company is viewed as a disruptee\/threatened by technological change"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Significant carve-out\/integration\r\nrisk"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1106;14/06/2022;Company;Competitive Positioning;40.000.000.000;"[{""CharacteristicText"":""Highly commoditized offering with no unique value proposition"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1106/;https://c4.sharepoint.com/sites/imp_1106
1766;02/10/2023;Industry;Market Dynamics;10.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Industry/Company;Technology Risk;10.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Industry/Company;Regulatory Framework;20.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Strong bargaining power"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Responsible historical behaviour from owners"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited carve-out\/integration risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""M&A not a big part of strategy"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1766;02/10/2023;Company;Competitive Positioning;10.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1766/;https://c4.sharepoint.com/sites/imp_1766
1767;13/09/2023;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Seasonal industry with volatile working capital"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""Historically rational pricing"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Market share is consolidated with top 3-5 players & limited fragmentation of remainder"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Industry/Company;Technology Risk;30.000.000.000;"[{""CharacteristicText"":""Industry is susceptible to technological advances"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Subscription based business model and\/or longer-term contractual relationships"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Strong bargaining power"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Company;Management & Ownership;10.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Responsible historical behaviour from owners"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""M&A not a big part of strategy"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Listed company closely held \/ family owned & managed"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1767;13/09/2023;Company;Competitive Positioning;10.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Power to withstand competitive behaviour (price cutting, market consolidation)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1767/;https://c4.sharepoint.com/sites/imp_1767
1049;27/06/2022;Industry;Market Dynamics;40.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Majority of revenues exposed to above average cyclical products"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/06/2022;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/06/2022;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/06/2022;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/06/2022;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/06/2022;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Industry;Market Dynamics;40.000.000.000;"[{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Majority of revenues exposed to above average cyclical products"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Industry;Intra-Industry Competition;30.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has low degree of regulatory scrutiny"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1049;27/07/2023;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1049/;https://c4.sharepoint.com/sites/imp_1049
1055;17/11/2021;Industry;Market Dynamics;30.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1055/;https://c4.sharepoint.com/sites/imp_1055
1055;17/11/2021;Industry;Intra-Industry Competition;40.000.000.000;"[{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Low barriers to entry"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1055/;https://c4.sharepoint.com/sites/imp_1055
1055;17/11/2021;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Well diversified (products\/geographies) with low customer concentration"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Strong bargaining power"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Low flexibility of cost base"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1055/;https://c4.sharepoint.com/sites/imp_1055
1055;17/11/2021;Company;Management & Ownership;20.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1055/;https://c4.sharepoint.com/sites/imp_1055
1055;17/11/2021;Company;Competitive Positioning;30.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1055/;https://c4.sharepoint.com/sites/imp_1055
1101;03/09/2021;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Limited seasonaility and stable working capital"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1101;03/09/2021;Industry;Intra-Industry Competition;20.000.000.000;"[{""CharacteristicText"":""High barriers to entry"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Highly fragmented market with no clear leader or only one leader"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1101;03/09/2021;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Industry has high degree of regulatory scrutiny"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1101;03/09/2021;Company;Business Model;20.000.000.000;"[{""CharacteristicText"":""Flexible cost base"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1101;03/09/2021;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Experienced management team with limited key person risk"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Aggressive ownership style with mixed track record"",""CharacteristicInfluence"":""Negative""},{""CharacteristicText"":""Aggressive M&A strategy with\r\nfuture acquisitions likely"",""CharacteristicInfluence"":""Negative""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1101;03/09/2021;Company;Competitive Positioning;20.000.000.000;"[{""CharacteristicText"":""Leading position or gainer"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Clear value proposition \/ reason to exist (e.g. Patent protection, branding, sustaining differentiators)"",""CharacteristicInfluence"":""Positive""}]";Active;https://c4.sharepoint.com/sites/imp_1101/;https://c4.sharepoint.com/sites/imp_1101
1480;26/05/2023;Industry;Market Dynamics;20.000.000.000;"[{""CharacteristicText"":""Low cyclicality of product demand"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""Positive demographic, consumer & structural trends"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1480/;https://c4.sharepoint.com/sites/imp_1480
1480;26/05/2023;Industry/Company;Regulatory Framework;30.000.000.000;"[{""CharacteristicText"":""Low dependecy on regulation or is a beneficiary from regulation in a stable regulatory evironment"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1480/;https://c4.sharepoint.com/sites/imp_1480
1480;26/05/2023;Company;Business Model;30.000.000.000;"[{""CharacteristicText"":""Sales are recurring in nature (but not contracturally obligated)"",""CharacteristicInfluence"":""Positive""},{""CharacteristicText"":""High customer and\/or (critical)\r\nsupplier concentration and\/or low\r\ndiversification (product\/geography)"",""CharacteristicInfluence"":""Negative""}]";;https://c4.sharepoint.com/sites/imp_1480/;https://c4.sharepoint.com/sites/imp_1480
1480;26/05/2023;Company;Management & Ownership;30.000.000.000;"[{""CharacteristicText"":""Industry experiened PE owner \/ pension fund \/ listed company without conentrated ownership (voting rights)"",""CharacteristicInfluence"":""Positive""}]";;https://c4.sharepoint.com/sites/imp_1480/;https://c4.sharepoint.com/sites/imp_1480
